name,retail_price,shortDescription,longDescription,brandName,thumbnailImage,mediumImage,largeImage,color,tag
"SupHerb Fresh Specialty Onion Green Vegetables, 8 Ounce - 4 per case.",70.52,Fresh Frozen Onion Green 4/8oz.,"SupHerb Fresh Specialty Onion Green Vegetables, 8 Ounce - 4 per case.",SupHerb Farms,https://i5.walmartimages.com/asr/be0b7453-7efc-43eb-ab32-a0a3a26e223a.2e8086c99f4bb060dae2582408387fe8.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/be0b7453-7efc-43eb-ab32-a0a3a26e223a.2e8086c99f4bb060dae2582408387fe8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/be0b7453-7efc-43eb-ab32-a0a3a26e223a.2e8086c99f4bb060dae2582408387fe8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Butternut Squash,1.18,Butternut Squash,Butternut Squash,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Russet Potatoes 5 Lb Bag,3.96,short description is not available,Russet Potatoes 5 Lb Bag,Fresh Produce,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Tri Pepper Diced 7 Oz,2.58,short description is not available,Tri Pepper Diced 7 Oz,Unbranded,,,,,produce
GRAPE TOMAOES,,GRAPE TOMAOES,,,https://i5.walmartimages.com/asr/c088b10f-50cb-4754-bc5a-6bcb7e953126.9686191973cedae73b0f71811e9739a5.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c088b10f-50cb-4754-bc5a-6bcb7e953126.9686191973cedae73b0f71811e9739a5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c088b10f-50cb-4754-bc5a-6bcb7e953126.9686191973cedae73b0f71811e9739a5.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Microwave in Bag Steamer Yellow Potatoes, per Lb.",1.97,"Microwave in Bag Steamer Yellow Potatoes, per Lb.",Microwave In Bag Yellow Potato,Fresh Produce,,,,,produce
Diced Tri Color Pepper Bagged 7oz,2.58,short description is not available,Diced Tri Color Pepper Bagged 7oz,Unbranded,,,,,produce
Grape Tomatoes,,short description is not available,Grape Tomatoes,Fresh Produce,,,,,produce
Fieldpack Unbranded Mixed Bell Pepper 3 Pack,3.37,short description is not available,Fieldpack Unbranded Mixed Bell Pepper 3 Pack,FIELDPACK UNBRANDED,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Premium Red Grape Tomato, 16 oz",4.98,"Bring the fresh, delicious taste of Grape Tomatoes into your home. These little, round tomatoes deliver sweet and juicy flavor with each bite, making them a lovely, garden-inspired addition to salads at lunch or dinner, pasta, flatbreads, omelets, and so much more. They are small and bite sized, which makes them easy to enjoy as a healthy snack, whether they're on a party tray with other vegetables or tucked inside your kiddo's school lunch. However you choose to use them, these tomatoes will add big flavor and unforgettable taste to any meal. Get creative in the kitchen and enjoy some wholesome deliciousness with this package of Grape Tomatoes.",Premium Red Grape Tomatoes 1 Lb,Fresh Produce,,,,,produce
Tasteful Selections Sunburst Blend 2-Bite Baby Potatoes 24oz,3.58,"The union of two of our two most popular varieties has created this great potato offering, Sunburst Blend™ potatoes! Creamy textures and tender skins create this blend’s flavor fusion that will satisfy your household. These baby potatoes are packed with nutritional powers including Vitamin C, B6, Iron, Protein and provide more Potassium than a banana. Baby potatoes are a whole food, naturally gluten-free, high in fiber and rich in minerals with no additives or GMOs. Because they aren’t refined or have sugar added, they are a complex carbohydrate (good carbs) that is absorbed slowly into the body and keeps you feeling fuller longer with energy to burn.","Pre-Washed to save you time in the kitchen No need to peel-Thin skinned but NOT thin on taste! Fast, Easy Prep For additional information and recipes, visit tastefulselections.com",Tasteful Selections,https://i5.walmartimages.com/asr/9c47daae-856a-4b7f-9158-0105865a102e.0ef1ce7e7655070245814231133626df.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/9c47daae-856a-4b7f-9158-0105865a102e.0ef1ce7e7655070245814231133626df.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/9c47daae-856a-4b7f-9158-0105865a102e.0ef1ce7e7655070245814231133626df.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Duda Farm Fresh Foods Dandy Celery Sticks, 1 lb",2.98,"Celery Sticks 1 lb (454 g) No waste. All natural. Preservative free. Gluten free. Fruits & veggies, more matters. www.dudafresh.com. Get ideas and share yours! Twitter - At Dandy_Fresh. Facebook - Dandy Fresh Fruits and Vegetables. For recipes & tips text celery to 99000. Produce of USA. Keep refrigerated. 1 lb (454 g) Oviedo, FL 32765","Celery Sticks No waste. All natural. Preservative free. Gluten free. Fruits & veggies, more matters. www.dudafresh.com. Get ideas and share yours! Twitter - At Dandy_Fresh. Facebook - Dandy Fresh Fruits and Vegetables. For recipes & tips text celery to 99000. Produce of USA.",Duda Farm Fresh Foods,https://i5.walmartimages.com/asr/6498690f-f05d-46ec-9739-db3de30a126d.0bb148b5ac34351f15b1cc7ba7de7f33.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/6498690f-f05d-46ec-9739-db3de30a126d.0bb148b5ac34351f15b1cc7ba7de7f33.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/6498690f-f05d-46ec-9739-db3de30a126d.0bb148b5ac34351f15b1cc7ba7de7f33.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Sweet Onions, each",0.86,short description is not available,Bulk Sweet Onions,Fresh Produce,https://i5.walmartimages.com/asr/20e2cec5-74da-4481-ba2f-437a37f574a0_1.58a77675997b6e7da785398e536c8c1a.png?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/20e2cec5-74da-4481-ba2f-437a37f574a0_1.58a77675997b6e7da785398e536c8c1a.png?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/20e2cec5-74da-4481-ba2f-437a37f574a0_1.58a77675997b6e7da785398e536c8c1a.png?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
200pc Pto Idaho 5#,794.0,short description is not available,200pc Pto Idaho 5#,Fresh Produce,,,,,produce
"Fresh Cherry Tomato, 10 oz Package",,"Bring the fresh, delicious taste of Cherry Tomatoes into your home. Because of their notable flavor and thicker skin, they are a versatile tomato that's great for grilling, sauteing, roasting, or baking. Their small size also makes them a quick and simple addition to a fresh salad as well as an excellent finger food for whenever you're in the mood for a light snack. Packed with nutrients, cherry tomatoes are a deliciously healthy ingredient that adds both vibrant color and mouthwatering flavor to any recipe. For the best flavor and freshness, store these tomatoes at room temperature on your kitchen counter. Make your next meal a marvelous one with these fresh Cherry Tomatoes.","Cherry Tomato, 10 oz Package: Wholesome, versatile, and delicious Sweet, juicy flavor in each bite Ideal ingredient for a variety of dishes Perfect for salads, pasta salads, flatbreads, omelets, and healthy snacking Add to party trays or school lunches Delicious and nutritious Store at room temperature for best results",Fresh Produce,https://i5.walmartimages.com/asr/39585953-8ae1-4909-a68a-40c3288c87ba.b7af54eb72069bdaca0bd4d3d88f9d2b.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/39585953-8ae1-4909-a68a-40c3288c87ba.b7af54eb72069bdaca0bd4d3d88f9d2b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/39585953-8ae1-4909-a68a-40c3288c87ba.b7af54eb72069bdaca0bd4d3d88f9d2b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Fieldpack Unbranded Org Rainbow Chard 5oz,4.88,short description is not available,Fieldpack Unbranded Org Rainbow Chard 5oz,FIELDPACK UNBRANDED,,,,,produce
"Marketside Fresh Celery Sticks, 1.6 oz, 4 Pack",1.97,"Marketside Celery Sticks are a tasty and smart snack that you can enjoy any time of the day. Celery is a low calorie snack that is also a good source of fiber, calcium and potassium. These celery sticks come in a ready-to-eat package making it easy to enjoy on the go for you and your kids. Pair with peanut butter for a delicious, protein-rich snack or dip in your favorite dressing for quick, flavorful treat. Keep this plastic package refrigerated for a cool, refreshing taste. Enjoy a refreshing snack with the wholesome taste of Marketside Celery Sticks. Fresh ideas and quality ingredients, that's how Marketside brings the best foods to your table. We are committed to deliver freshness that you can taste and see. Marketside offers the best in fresh food, guaranteed by Walmart, working in partnership with farmers, bakers and chefs for the highest quality, authentic ingredients and favorite recipes.","Marketside Fresh Celery Sticks, 1.6 oz, 4 Pack 4 pack of celery sticks Pair with peanut butter for a delicious, protein-rich snack or dip in your favorite dressing for quick, flavorful treat Good source of fiber Only 5 calories per pack Packaged in a 6.4 oz plastic bag",Marketside,https://i5.walmartimages.com/asr/090a5a24-e3be-4728-964b-57952404b359.1f02ca476740e5e2d70e0e31dc28058f.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/090a5a24-e3be-4728-964b-57952404b359.1f02ca476740e5e2d70e0e31dc28058f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/090a5a24-e3be-4728-964b-57952404b359.1f02ca476740e5e2d70e0e31dc28058f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Tomatoes On The Vine Per Lb,2.48,short description is not available,Tomatoes On The Vine Per Lb,Fresh Produce,,,,,produce
"Fairytale Pumpkin, 1 Each",8.98,"Fairytale Pumpkin, 1 Each",Fairytale Pumpkin,Fresh Produce,https://i5.walmartimages.com/asr/b95ba6f2-9927-49d6-91b9-a5cb893c49ac.a4ecb396d30d1009ae015fe71c1afa7e.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/b95ba6f2-9927-49d6-91b9-a5cb893c49ac.a4ecb396d30d1009ae015fe71c1afa7e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/b95ba6f2-9927-49d6-91b9-a5cb893c49ac.a4ecb396d30d1009ae015fe71c1afa7e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Jalapeno Peppers Half Pint Clamshell,1.78,short description is not available,Jalapeno Peppers Half Pint Clamshell,Fresh Produce,,,,,produce
Orange Bell Pepper,,short description is not available,Orange Bell Pepper,Fresh Produce,,,,,produce
"Tomatoes on the Vine, 1 lb bag",,short description is not available,"Tomatoes on the Vine, 1 lb bag",,https://i5.walmartimages.com/asr/5df941c5-f7e1-4b44-8619-01a5204745c2_1.782f8df12a31995e58a2e893f010e8a4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/5df941c5-f7e1-4b44-8619-01a5204745c2_1.782f8df12a31995e58a2e893f010e8a4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/5df941c5-f7e1-4b44-8619-01a5204745c2_1.782f8df12a31995e58a2e893f010e8a4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Key West Pimiento Cubanelle Peppers,0.23,"Key West Pimiento, 22 Lb.",Key West Pimiento Cubanelle Peppers,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/e9c77d66-9802-4715-8fc0-d9bcfbb3ab22.7aa27787324d0f9686e033b5a4334590.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e9c77d66-9802-4715-8fc0-d9bcfbb3ab22.7aa27787324d0f9686e033b5a4334590.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e9c77d66-9802-4715-8fc0-d9bcfbb3ab22.7aa27787324d0f9686e033b5a4334590.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Serrano Peppers,2.54,short description is not available,Serrano Peppers,Unbranded,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Produce Unbranded Red Bell Pepper, 1 Each",1.38,"Enhance your meals with the delicious flavor of Red Bell Peppers. This vegetable contains essential vitamins such as A and C, and minerals including calcium and magnesium. Red bell pepper, also known as red capsicum, has a crisp flavor that enhances a variety of recipes. Dice bell peppers and put them in a hearty chili, slice them, saute them with onions or stir-fry with thinly-sliced steak and serve with rice. A hollowed-out red bell pepper can be filled with sausage, mushrooms and rice to create a delicious stuffed pepper that will have the family asking for seconds. They also taste delicious raw alongside other vegetables. Add your favorite dip for a healthy, crunchy crudite. Cooked or uncooked, Red Bell Peppers are an excellent item to have on hand.","Red Bell Pepper, 1 each: Naturally low in calories Exceptionally rich in vitamin C and other antioxidants Delicious cooked or uncooked Create delicious recipes with fresh red peppers",PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/4f92e5bb-3fc7-4894-9fac-11af41bfb025.69c58e1f4a487c78f9684a3050ca8d0a.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/4f92e5bb-3fc7-4894-9fac-11af41bfb025.69c58e1f4a487c78f9684a3050ca8d0a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/4f92e5bb-3fc7-4894-9fac-11af41bfb025.69c58e1f4a487c78f9684a3050ca8d0a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Marketside Beyond Baby Spinach & Spring Mix Salad, 4 oz Clam Shell, Fresh",3.73,"Enjoy the fresh flavor of Marketside Beyond Baby Spinach and Spring Mix. These greens are indoor and vertically grown for peak-season freshness all year long. Indoor vertical farms are a controlled growing environment giving each plant the optimal amount of light and nutrients for fresh and flavorful produce any time of the year. Farming vertically means our produce can be grown using significantly less water and land than traditional outdoor farms. Create something delicious with Marketside Beyond Baby Spinach and Spring Mix. Fresh ideas and quality ingredients, that's how Marketside brings the best foods to your table. We are committed to deliver freshness that you can taste and see. Marketside offers the best in fresh food, guaranteed by Walmart, working in partnership with farmers, bakers and chefs for the highest quality, authentic ingredients and favorite recipes.","Marketside Beyond Baby Spinach & Spring Mix, 4 oz: Baby spinach, baby romaine, baby leaf lettuce, baby red lettuce (ingredients may vary) Indoor and vertically grown for peak-season freshness all year long No pesticides, herbicides or fungicides applied to our greens Convenient peel and reseal packaging Keep refrigerated until ready to enjoy",Marketside Beyond,https://i5.walmartimages.com/asr/5b194752-285e-41fb-a852-b6b7b07550a5.3da6a678067e8e34fbc6b1a6faa29a80.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/5b194752-285e-41fb-a852-b6b7b07550a5.3da6a678067e8e34fbc6b1a6faa29a80.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/5b194752-285e-41fb-a852-b6b7b07550a5.3da6a678067e8e34fbc6b1a6faa29a80.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Acorn Squash,1.18,short description is not available,Acorn Squash,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/42805330-9346-4dd4-9362-9b71d0491d13.47ac454488713e49f4a0d82c51449b00.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/42805330-9346-4dd4-9362-9b71d0491d13.47ac454488713e49f4a0d82c51449b00.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/42805330-9346-4dd4-9362-9b71d0491d13.47ac454488713e49f4a0d82c51449b00.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Dried Hot New Mexico Chile 12 Oz,,short description is not available,Dried Hot New Mexico Chile 12 Oz,PRODUCE UNBRANDED,,,,,spices_extracts
Fresh Green Beans,,short description is not available,Fresh Green Beans,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/02af6b4f-0a29-49e5-be60-ddd878b440ee_3.068afe8280a6cf3305b3334ff8e8e91f.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/02af6b4f-0a29-49e5-be60-ddd878b440ee_3.068afe8280a6cf3305b3334ff8e8e91f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/02af6b4f-0a29-49e5-be60-ddd878b440ee_3.068afe8280a6cf3305b3334ff8e8e91f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Broccoli Florets 8z,2.48,short description is not available,Broccoli Florets 8z,Fresh Produce,,,,,produce
"Red Potatoes, 3 Lb.",3.47,"Red Potatoes, 3 Lb.",Red Potatoes 3 Lb Bag,Fresh Produce,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
